Stock1,Stock2
3.26789417,2.97273496
3.27006597,2.97538125
3.26923266,2.97598753
3.25920671,2.96554035
3.25434986,2.95998055
3.25721284,2.95938011
3.25713116,2.96301769
3.26185026,2.96436807
3.24703742,2.95087091
3.24672502,2.95187156
3.2534204,2.95469587
3.26234191,2.96391055
3.26439749,2.96326825
3.26577505,2.96718747
3.26364554,2.96346671
3.26616582,2.96535695
3.25443206,2.95251154
3.25222175,2.95362441
3.24208652,2.9449907
3.24233516,2.94426547
3.24367042,2.94580329
3.24453193,2.9440531
3.25363115,2.95474889
3.25520736,2.95705149
3.27018954,2.96973266
3.27531827,2.97346961
3.27568213,2.97330338
3.2808719,2.97823988
3.28244084,2.97981233
3.28474196,2.97958024
3.29525914,2.98957884
3.29357468,2.99089802
3.29400082,2.99219109
3.29567923,2.99105764
3.29397213,2.98907143
3.29760733,2.99420714
3.29633605,2.99452831
3.30289562,3.0011407
3.30347901,3.00244686
3.29951819,3.00117968
3.2951623,2.99873001
3.30108428,3.00452772
3.29934166,3.0030726
3.2944067,2.99753928
3.30075196,3.00251595
3.30305559,3.00549368
3.29787427,3.00177264
3.28574629,2.99110641
3.29135109,2.99549041
3.29429865,2.99845987
3.29868282,3.00318901
3.30554482,3.01120238
3.30491686,3.01096531
3.30625986,3.01199311
3.30630276,3.01204381
3.30701013,3.01325024
3.30723281,3.01238583
3.30299291,3.00886407
3.29422145,2.99914795
3.29381981,2.99771395
3.29736651,3.00140484
3.30508899,3.00706466
3.30915516,3.01088908
3.31394943,3.01425585
3.31890188,3.01875873
3.31825121,3.01817187
3.32051601,3.02091623
3.32276492,3.02227574
3.3290214,3.02888019
3.32771644,3.02754938
3.32896235,3.02869323
3.33001583,3.02721094
3.33169043,3.03005702
3.32866904,3.02566217
3.32379025,3.0215118
3.32033742,3.01885855
3.32853046,3.02652509
3.32716269,3.02555572
3.32683133,3.02410786
3.31333562,3.01277397
3.31135328,3.01081283
3.31558203,3.01722539
3.32295697,3.02313718
3.32435037,3.02431323
3.3271402,3.0275453
3.33026763,3.02998812
3.33023921,3.03188895
3.33039145,3.03067662
3.33690581,3.03823059
3.33711768,3.0400324
3.33380987,3.03650114
3.33772275,3.04056674
3.33515088,3.03784863
3.33258589,3.03398637
3.33551607,3.0385844
3.33334045,3.03326288
3.33078905,3.02814407
3.32553413,3.02670074
3.31378499,3.01813022
3.32171232,3.02780202
3.31071667,3.0154394
3.31158435,3.01823434
3.31330185,3.01928665
3.31292171,3.01973923
3.32331812,3.02801379
3.32478438,3.02909957
3.3332578,3.03865195
3.33265656,3.03862414
3.33583887,3.04080401
3.33224046,3.03632542
3.33603524,3.03881084
3.34199805,3.04504901
3.34316824,3.04544816
3.34106636,3.04524472
3.3338139,3.03937446
3.33163781,3.03797599
3.33766089,3.04384936
3.33629559,3.04361767
3.33766887,3.0455694
3.33009707,3.03801976
3.3313463,3.03966392
3.33762097,3.04487672
3.3394574,3.04502552
3.33708771,3.0413611
3.3413059,3.04374727
3.34036677,3.04267394
3.33705773,3.03819878
3.33919894,3.03979074
3.34061463,3.04231951
3.34050559,3.04391609
3.34480476,3.04692807
3.34262991,3.04451232
3.34378462,3.04500203
3.33846645,3.03984225
3.34472425,3.04236678
3.3497941,3.04690468
3.35269758,3.04844957
3.35595698,3.04944674
3.35901733,3.05172349
3.36004025,3.05222439
3.35953194,3.05161552
3.36007816,3.05170035
3.35586321,3.04731382
3.36331483,3.05422608
3.36336938,3.05557708
3.36193361,3.05581394
3.36173728,3.0575482
3.3649579,3.0587979
3.36406484,3.05955585
3.35837463,3.05546243
3.36321699,3.05906333
3.3648773,3.06011587
3.35945412,3.0553898
3.36556286,3.06078469
3.36007248,3.05615753
3.3552024,3.04785095
3.34346571,3.03812718
3.34454946,3.04011952
3.34315838,3.03829024
3.34662872,3.04040453
3.33825723,3.03524157
3.33190284,3.03095171
3.33669983,3.03710365
3.34045601,3.04270149
3.34062454,3.04031746
3.32744681,3.0265782
3.33064101,3.0278346
3.32757347,3.02396815
3.33261416,3.02959479
3.33200799,3.02862411
3.33794021,3.03280807
3.33915916,3.03161445
3.34521489,3.03936256
3.34758174,3.04119918
3.35057943,3.04404953
3.35099769,3.04499811
3.35064142,3.04454368
3.34506775,3.03925544
3.34945238,3.04345659
3.34912594,3.04255189
3.34991053,3.04316179
3.35670833,3.04755133
3.3580853,3.04856221
3.35806435,3.04874858
3.36027335,3.05036815
3.36667506,3.05640932
3.36776765,3.05633303
3.36934204,3.05707625
3.37271874,3.0590368
3.37446605,3.06078847
3.37431934,3.06069406
3.3733185,3.0608904
3.37621368,3.06425577
3.37823251,3.06677676
3.37863043,3.06663523
3.37555571,3.06442055
3.37937805,3.06662778
3.38296029,3.06973098
3.3799868,3.06733872
3.37974231,3.06659797
3.37932909,3.06691825
3.38099949,3.06937946
3.38214137,3.06939797
3.37984193,3.06797423
3.38067786,3.07118216
3.38552227,3.07461167
3.38682167,3.07534254
3.38581354,3.07278279
3.38682167,3.07424578
3.38988341,3.07713889
3.39055891,3.07790544
3.39199131,3.07820298
3.39878346,3.08301861
3.40065712,3.08338436
3.39467227,3.07632362
3.39447094,3.07828278
3.39799386,3.08176843
3.39874011,3.0813257
3.40124024,3.08230774
3.40314627,3.08539049
3.40190864,3.08352054
3.39295534,3.07324532
3.39300103,3.07604301
3.4000058,3.0816281
3.39114514,3.07433728
3.39772107,3.0799984
3.3845774,3.0695201
3.38062543,3.0666613
3.36542059,3.05236685
3.3551909,3.04566715
3.37560327,3.06435689
3.3757203,3.06287893
3.38471532,3.06880531
3.37918945,3.06349849
3.37048533,3.05525598
3.37184889,3.05573755
3.36497477,3.04952812
3.36141994,3.04729434
3.34321356,3.03002865
3.34811786,3.03650514
3.34508934,3.03086273
3.34457892,3.03101641
3.3416086,3.02855092
3.35749271,3.04259914
3.35353926,3.03719136
3.34680855,3.02967186
3.35813861,3.04075262
3.3622996,3.04250857
3.34619057,3.02730067
3.33723956,3.02138365
3.3365738,3.02612452
3.33422247,3.02353641
3.34610054,3.03616561
3.35094543,3.03806353
3.35101511,3.03727905
3.3628367,3.04736444
3.36284612,3.04712294
3.36307771,3.04767976
3.36357438,3.04825142
3.35966287,3.0465732
3.3544542,3.03953705
3.35299823,3.03823855
3.34584796,3.03087891
3.34703323,3.03211891
3.34648011,3.03123471
3.32943449,3.01755084
3.324126,3.01313649
3.32250046,3.01172688
3.32051808,3.00969729
3.32095179,3.01201846
3.33434718,3.02541647
3.33753912,3.02948524
3.34172132,3.03260265
3.34209881,3.03292081
3.35064142,3.03954895
3.35215163,3.03948154
3.3520049,3.04000071
3.3382672,3.02730067
3.34207313,3.02989083
3.34683982,3.0348209
3.33991431,3.02921733
3.35138848,3.0388863
3.35592445,3.04244162
3.36105321,3.04727876
3.35950347,3.04682281
3.35498383,3.04380617
3.3525086,3.04199633
3.35308876,3.04202393
3.36085081,3.05148439
3.35860482,3.04939636
3.36240141,3.05201639
3.36041542,3.0514651
3.35954522,3.04985349
3.36280092,3.05222824
3.35739545,3.04962886
3.34412297,3.03721528
3.34049765,3.034873
3.33715565,3.03312206
3.33882887,3.03317437
3.34428221,3.03843735
3.34551096,3.03908083
3.33824726,3.03166291
3.33840868,3.03006918
3.33437935,3.02831092
3.32710544,3.02196207
3.33072619,3.02338828
3.32606742,3.02003793
3.33317109,3.02718238
3.32632972,3.02074237
3.32511115,3.02091209
3.33782651,3.03354036
3.34242465,3.03746634
3.34903457,3.04316965
3.34417409,3.038159
3.34808474,3.04094632
3.34951064,3.04303988
3.35072858,3.04514688
3.35902113,3.04995415
3.35979186,3.04964435
3.36197701,3.05117954
3.36234108,3.05102125
3.36466542,3.05138023
3.37214395,3.05793603
3.37094772,3.05682103
3.36820318,3.05472027
3.36681131,3.05108689
3.37679952,3.06019528
3.3747062,3.05772695
3.37650214,3.05982838
3.37594878,3.05870306
3.37449539,3.05736176
3.37488576,3.05927556
3.37005394,3.05577192
3.38018048,3.06473869
3.37669737,3.06444676
3.37724613,3.06373106
3.38055673,3.06638184
3.38063266,3.0664452
3.38344193,3.06810048
3.3876087,3.07118216
3.38656674,3.06959781
3.39248063,3.07047748
3.39456724,3.07361205
3.38684662,3.0666613
3.39047409,3.07120796
3.39087684,3.07197769
3.39434485,3.07301411
3.39634757,3.07394552
3.39746898,3.07395284
3.39850596,3.07278279
3.39921843,3.073271
3.39922535,3.07308018
3.39877999,3.07349107
3.40372434,3.07684789
3.40487988,3.07844232
3.41117171,3.086737
3.41144797,3.08843733
3.41162812,3.08751522
3.40874522,3.08400399
3.41141429,3.08590037
3.40747928,3.0840541
3.40109194,3.07889524
3.40033418,3.07836618
3.39266882,3.07127062
3.39375239,3.07136275
3.40043437,3.07798166
3.40107642,3.07908352
3.40346713,3.07839881
3.39706185,3.0721506
3.40536685,3.07858368
3.40390258,3.07532793
3.40229922,3.0747287
3.39763242,3.07208439
3.40644309,3.08137251
3.41151028,3.08690414
3.41354451,3.08803326
3.41412397,3.08746907
3.41472105,3.0876927
3.41650071,3.08929738
3.41774896,3.09096308
3.42119905,3.09356176
3.41911442,3.09358276
3.41957909,3.09397821
3.41784023,3.09174783
3.42116118,3.09442571
3.42209223,3.09478896
3.42317376,3.09589431
3.42612234,3.09850528
3.42675193,3.09997053
3.42579498,3.09925581
3.42606698,3.09952181
3.4253516,3.09985667
3.42601162,3.10029471
3.4253679,3.09963921
3.42371597,3.09955634
3.42999761,3.10444272
3.42833731,3.10387211
3.43171749,3.10604123
3.43295166,3.10511829
3.43187336,3.10431636
3.43261658,3.10371822
3.43406246,3.10533302
3.43732716,3.10922746
3.43700338,3.10848384
3.44016889,3.11167913
3.44182862,3.11227648
3.43542388,3.10786092
3.43205326,3.10729818
3.42967801,3.10834511
3.43417754,3.11087241
3.43444914,3.11098679
3.4376713,3.11281607
3.44016574,3.11378965
3.42924989,3.10596638
3.43137663,3.10928149
3.43952058,3.11647159
3.4392632,3.11528758
3.43994501,3.11630881
3.44237001,3.11755962
3.44466767,3.12026126
3.44670023,3.12207491
3.44545941,3.12086336
3.44567425,3.12118875
3.44861976,3.123574
3.4498146,3.12460855
3.44783222,3.12320135
3.45110453,3.12591047
3.45202884,3.12724414
3.45239218,3.12807925
3.44034539,3.11907104
3.43504605,3.11640848
3.43741758,3.11597643
3.4442088,3.12053445
3.44439927,3.12294292
3.43733985,3.1160529
3.43902779,3.11675381
3.44696255,3.12416827
3.44477374,3.12095213
3.43864201,3.11731439
3.44181606,3.12117232
3.43960424,3.12058051
3.4315278,3.11230666
3.4338674,3.11537083
3.43151976,3.11273567
3.42607675,3.10784398
3.41777385,3.09929382
3.42095364,3.10507397
3.42220724,3.10693845
3.43008957,3.11340182
3.42876148,3.11185708
3.43109023,3.11312075
3.43718276,3.11715856
3.43823531,3.11852926
3.43627081,3.11733428
3.44041944,3.12038965
3.44354304,3.12328309
3.44421192,3.12248784
3.44554193,3.12463788
3.4454781,3.12478779
3.4457894,3.12470959
3.44713011,3.1256569
3.44655891,3.12499628
3.44410884,3.12325367
3.44271645,3.12203885
3.43850912,3.11864824
3.44114819,3.11873085
3.4409437,3.1187672
3.44164016,3.12046863
3.43701767,3.1156571
3.4385376,3.11813902
3.44754717,3.12396918
3.45027375,3.12625482
3.45115372,3.12556259
3.45446983,3.12944497
3.45786374,3.13215078
3.45826457,3.13369216
3.45841725,3.13469018
3.45698514,3.13392832
3.453566,3.13245822
3.45151472,3.12947076
3.4494352,3.1255138
3.45141183,3.12716961
3.45381505,3.12913862
3.4581678,3.13263105
3.45409143,3.1277784
3.45682742,3.12989926
3.45155158,3.12638145
3.44440552,3.12367854
3.44454598,3.12351845
3.4494784,3.12732513
3.45075857,3.12827
3.44767268,3.12491811
3.44073596,3.11970777
3.43872584,3.11934828
3.44112618,3.12072854
3.44450072,3.12244198
3.44667073,3.12421068
3.45259902,3.12878686
3.44235275,3.11877711
3.44299842,3.11824488
3.43660467,3.1139968
3.43177534,3.10929838
3.43161462,3.10888285
3.42738548,3.10706066
3.42892326,3.11025292
3.4222171,3.10413872
3.42155293,3.10442906
3.42792732,3.10987203
3.42019677,3.10223469
3.41891418,3.10299593
3.41771742,3.10431636
3.4198996,3.10665317
3.42930969,3.11244412
3.42637949,3.10962579
3.42922726,3.10839587
3.42371924,3.10327335
3.4294745,3.1072439
3.43605287,3.11282946
3.43782822,3.1164118
3.4430313,3.12078445
3.44963728,3.12699783
3.45113681,3.12641716
3.45240291,3.12685193
3.45828423,3.13136841
3.45633718,3.12833464
3.44756422,3.1204061
3.44434308,3.11847636
3.44668004,3.11982314
3.44132901,3.11689651
3.44557307,3.11930209
3.44171241,3.11575692
3.45125206,3.12278255
3.44935959,3.12249112
3.45246574,3.12833464
3.45618833,3.12872874
3.45374631,3.12627106
3.45331222,3.12448466
3.44166215,3.1155739
3.44189143,3.11416712
3.44033909,3.11135662
3.43848064,3.1095583
3.42638762,3.09831485
3.43024764,3.10048772
3.40762711,3.07920658
3.40353402,3.0789568
3.3724867,3.04900858
3.39489276,3.06912396
3.37676852,3.04951262
3.39666653,3.0691647
3.39932407,3.07144381
3.4074249,3.0808032
3.4019947,3.07655307
3.39992972,3.07696431
3.37665541,3.0571524
3.36955722,3.05058467
3.37021322,3.05069676
3.38846711,3.06533692
3.3922906,3.0709978
3.38374896,3.0641846
3.39442541,3.07070266
3.40859777,3.08281408
3.4109644,3.08383216
3.4115288,3.08596451
3.40586522,3.08077796
3.39450947,3.069657
3.39336985,3.06641538
3.40635961,3.07868152
3.40297287,3.07404807
3.3923434,3.06229236
3.39708622,3.06530703
3.40348943,3.06924988
3.41036382,3.07506496
3.41615269,3.08246581
3.41868403,3.08493715
3.41711115,3.08065895
3.41334001,3.07993698
3.40452413,3.06698153
3.39017,3.0529093
3.39501695,3.05554269
3.40082972,3.06556104
3.40599996,3.0701783
3.39647484,3.06109796
3.39458475,3.06460772
3.38298906,3.05362385
3.36844123,3.04108857
3.38108258,3.05074699
3.39102513,3.05843741
3.39912315,3.06631474
3.39433784,3.06275492
3.40926511,3.07732793
3.41212945,3.07756411
3.41576271,3.08179721
3.41834107,3.08050383
3.42616141,3.08798716
3.41745841,3.07949238
3.42446183,3.08827079
3.41564765,3.0827423
3.41474278,3.08471566
3.42118588,3.09280834
3.43127368,3.09836333
3.42134393,3.08956955
3.42335566,3.0941216
3.43753336,3.10876454
3.4372986,3.10893354
3.42884885,3.09805504
3.41613437,3.08574711
3.42160064,3.09268556
3.43103712,3.10076674
3.42913026,3.09803078
3.43059905,3.10075641
3.43576317,3.10582345
3.41857471,3.08958722
3.41915412,3.0933131
3.42793218,3.10169553
3.42442751,3.09752801
3.42913834,3.09961504
3.42153976,3.0923381
3.41296259,3.08498
3.41035538,3.08480855
3.40194135,3.07663316
3.40162108,3.07483106
3.39094923,3.06512763
3.38765851,3.06395976
3.40266367,3.0764766
3.40062605,3.07743695
3.41835765,3.09585252
3.4193278,3.09502282
3.4194485,3.09491812
3.42418883,3.09936292
3.42317376,3.09984287
3.42311639,3.10071853
3.41436826,3.09143832
3.42272933,3.09870947
3.4170164,3.09218358
3.41149681,3.08839482
3.40471572,3.08343812
3.40500637,3.08484428
3.40744699,3.08623878
3.40194135,3.08111317
3.41559595,3.09387676
3.41127786,3.09472262
3.41488147,3.09829754
3.4180758,3.1022038
3.4191624,3.10223813
3.41329641,3.09678492
3.41726238,3.10141023
3.41583273,3.09954253
3.42303605,3.1062113
3.42297702,3.10629291
3.42648849,3.10756947
3.42719713,3.10646628
3.42757698,3.10744741
3.4317657,3.1112894
3.43309107,3.11142383
3.43531869,3.11243742
3.43307665,3.11028324
3.4358571,3.11182351
3.4424343,3.11662102
3.44534417,3.11876059
3.44509022,3.11905123
3.44469575,3.11925589
3.44508087,3.11881015
3.44998876,3.1225599
3.44797622,3.12005708
3.44971747,3.11936478
3.44900605,3.11826803
3.4492994,3.11806953
3.45458116,3.12191751
3.45631744,3.12239284
3.46324479,3.12868999
3.46269591,3.12850589
3.46300858,3.12938372
3.46476667,3.1303209
3.46645685,3.13096063
3.46297867,3.12795958
3.4670736,3.1309028
3.46713878,3.13049459
3.4647622,3.12815038
3.4712697,3.13291256
3.47008399,3.13393151
3.46961144,3.13424406
3.46733723,3.13279102
3.47084839,3.1346424
3.47184157,3.13536803
3.47219457,3.13595592
3.47520033,3.13741109
3.47230144,3.13534895
3.47552156,3.13801518
3.47366065,3.13660326
3.46989268,3.13491943
3.46394074,3.12819241
3.46771019,3.13117902
3.47281786,3.13542208
3.47543001,3.13699627
3.47474933,3.13706596
3.48285644,3.14486986
3.48297786,3.14435
3.48520593,3.14693383
3.48504817,3.14741969
3.48831376,3.1491421
3.48772505,3.14783703
3.48789031,3.14702362
3.48619237,3.14388252
3.48684403,3.1452306
3.49451218,3.15121964
3.49420331,3.14999461
3.49205601,3.14784321
3.49071117,3.14714434
3.49017908,3.1487476
3.49411283,3.15199464
3.49325863,3.15025894
3.4868681,3.1458053
3.48862121,3.14553202
3.48388386,3.14057089
3.47584836,3.13308841
3.47949757,3.13631144
3.48508939,3.1422549
3.47875835,3.13680298
3.47543873,3.13658423
3.48327626,3.14325844
3.48165041,3.14149367
3.4782143,3.13890871
3.47718639,3.13941622
3.47282225,3.13574945
3.4715264,3.13734462
3.48138959,3.14323033
3.48438669,3.14612183
3.48702519,3.14716909
3.48378122,3.14547921
3.48436249,3.14792972
3.48570014,3.14684403
3.48062487,3.14350506
3.47075438,3.13643517
3.47096293,3.13658741
3.46927254,3.13472521
3.46756519,3.13180466
3.46740682,3.13289657
3.46743346,3.13142296
3.4627842,3.1265697
3.46146251,3.1240671
3.45849281,3.12215032
3.44927625,3.11556392
3.44385573,3.11234354
3.4544195,3.11925259
3.45317763,3.11946375
3.45486315,3.1201987
3.45322352,3.1207976
3.45294046,3.11985609
3.45803168,3.12464114
3.45291444,3.11837056
3.45137804,3.11738068
3.43893454,3.10654445
3.44091066,3.10659202
3.44374944,3.10907208
3.45403953,3.11896868
3.45194294,3.11892245
3.45612604,3.12243215
3.44866459,3.11691642
3.45378755,3.12194702
3.45003499,3.11888612
3.45275676,3.12355766
3.45830539,3.12802427
3.46169807,3.12865124
3.46683205,3.13289337
3.46693432,3.13216039
3.45622783,3.12238301
3.46126136,3.12548777
3.45273226,3.11850281
3.4554631,3.12057064
3.45868619,3.12445532
3.45476714,3.12353805
3.46761698,3.13422812
3.47000453,3.13529488
3.47364606,3.13799305
3.47365044,3.13595274
3.46795274,3.13183672
3.4671299,3.13112443
3.46274829,3.12758096
3.46059569,3.12757449
3.45730498,3.12540318
3.46366459,3.13250943
3.461941,3.13150318
3.46389896,3.13470929
3.46873271,3.13760094
3.4721565,3.13877937
3.46617041,3.13438751
3.46092189,3.13050102
3.45682135,3.12655672
3.45549201,3.12642041
3.46138596,3.1335453
3.47101138,3.14175383
3.46920915,3.14154383
3.46827642,3.13966503
3.46541408,3.13834691
3.46385866,3.13513265
3.47244926,3.14332401
3.47565812,3.14433442
3.47941118,3.14654662
3.47874681,3.14681616
3.47981132,3.14699576
3.4801306,3.14794516
3.48036918,3.14740113
3.47957243,3.14734545
3.48157591,3.14784012
