Stock1,Stock2
11621.35,3902.62
11635.31,3899.38
11372.6,3854.43
11264.73,3818.8
11247.58,3801.78
11251.19,3790.38
11452.42,3863.16
11360.05,3830.85
11713.15,3936.69
11897.65,3959.9
12059.61,3998.95
11834.11,3961.63
11782.67,3966.84
11562.57,3921.05
12032.42,4023.61
12162.59,4072.43
12390.69,4130.29
12368.98,4118.63
12348.76,4091.19
12668.16,4155.17
12720.58,4151.94
12657.55,4145.19
12644.46,4140.06
12493.93,4122.47
12854.8,4210.24
12779.91,4207.27
13047.19,4280.15
13128.05,4297.14
13102.55,4305.2
12938.12,4274.04
12965.34,4283.74
12705.22,4228.48
12381.57,4137.99
12381.3,4128.73
12431.53,4140.77
12639.27,4199.12
12141.71,4057.66
12017.67,4030.61
11883.14,3986.16
11816.2,3955
11785.13,3966.85
11630.86,3924.26
11544.91,3908.19
11791.9,3979.87
11862.13,4006.18
12112.31,4067.36
12266.41,4110.41
11633.57,3932.69
11719.68,3946.01
11552.36,3901.35
11448.4,3873.33
11535.02,3899.89
11425.05,3855.93
11220.19,3789.93
11066.81,3757.99
10867.93,3693.23
10802.92,3655.04
10829.5,3647.29
11051.64,3719.04
10737.51,3640.47
10575.62,3585.62
10815.43,3678.43
11176.41,3790.93
11148.64,3783.28
11073.31,3744.52
10652.4,3639.66
10542.1,3612.39
10426.19,3588.84
10417.1,3577.03
10649.15,3669.91
10321.39,3583.07
10675.8,3677.95
10772.4,3719.98
10680.51,3695.16
10614.84,3665.78
10859.72,3752.75
10952.61,3797.34
11199.12,3859.11
10970.99,3830.6
10792.67,3807.3
11102.45,3901.06
10988.15,3871.98
10890.85,3856.1
10524.8,3759.69
10342.94,3719.89
10475.25,3770.55
10564.52,3806.8
10616.2,3828.11
10353.17,3748.57
11114.15,3956.37
11323.33,3992.93
11196.22,3957.25
11358.41,3991.73
11183.66,3958.79
11144.96,3946.56
11146.06,3965.34
11024.51,3949.94
11174.41,4003.58
11285.32,4027.26
11226.36,4026.12
11049.5,3963.94
10983.78,3957.63
11468,4080.11
11482.45,4076.57
11461.5,4071.7
11239.94,3998.84
11014.89,3941.26
10958.55,3933.92
11082,3963.51
11004.62,3934.38
11143.74,3990.56
11256.81,4019.65
11170.89,3995.32
10810.53,3895.75
10705.41,3852.36
10546.03,3817.66
10547.11,3821.62
10709.37,3878.44
10476.12,3822.39
10497.86,3844.82
10353.23,3829.25
10213.29,3783.22
10478.09,3849.28
10466.48,3839.5
10386.98,3824.14
10458.76,3852.97
10305.24,3808.1
10569.29,3895.08
10635.65,3892.09
10742.63,3919.25
10931.67,3969.61
11001.1,3983.17
11079.16,3999.09
11095.11,3990.97
10957.01,3928.86
10852.27,3898.85
11140.43,3972.61
11364.41,4019.81
11334.27,4016.95
11313.36,4016.22
11512.41,4060.43
11621.71,4070.56
11393.81,4017.77
11584.55,4076.6
11816.32,4119.21
12200.82,4179.76
12006.95,4136.48
11887.45,4111.08
12113.79,4164
11910.52,4117.86
11789.58,4081.5
11718.12,4090.46
11891.79,4137.29
11960.15,4136.13
12070.59,4147.6
11855.83,4090.41
11787.27,4079.09
11492.3,3997.34
11507.07,3991.05
11590.4,4012.32
11394.94,3970.04
11466.98,3982.24
11455.54,3970.15
11379.48,3951.39
11462.98,3981.35
11689.01,4045.64
11675.74,4048.42
11530.33,3986.37
11576,3992.01
11338.35,3918.32
11138.89,3861.59
11188.84,3855.76
11428.15,3919.29
11434.05,3891.93
11717.28,3960.28
11630.51,3916.64
11675.54,3951.57
11860.11,4002.87
11669.96,3936.97
11787.4,3948.72
11823.96,3970.99
11768.84,3977.53
11716.08,3971.27
11926.24,4027.81
12013.47,4050.83
12221.91,4109.31
12189.45,4124.51
12126.33,4100.6
11996.86,4090.38
12087.96,4105.02
12084.36,4109.11
12031.88,4108.94
11929.34,4091.95
12166.27,4146.22
12123.47,4137.64
12157.72,4151.32
12153.41,4154.87
12157.23,4154.52
12059.56,4129.79
12072.46,4133.52
12037.2,4137.04
11799.16,4071.63
11854.35,4055.99
12142.24,4135.35
12226.58,4169.48
12212.6,4167.87
12080.51,4119.58
12025.33,4090.75
11966.4,4061.22
12235.41,4136.25
12256.92,4138.12
12179.55,4119.17
12306.44,4137.64
12328.51,4130.62
12284.74,4124.08
12365.21,4136.28
12343.05,4109.9
12500.57,4158.77
12688.84,4198.05
12657.9,4191.98
12720.78,4192.63
12560.25,4145.58
12484.16,4115.24
12698.09,4151.28
12975.69,4205.45
13017.43,4205.52
12935.29,4179.83
13100.98,4221.02
13240.77,4282.37
13229.43,4273.79
13276.42,4283.85
13104.89,4267.52
13238.52,4293.93
13259.14,4298.86
13461.92,4338.93
